ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
43908,Chanda Leigh Gunn,F,26.0,170.0,63.0,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
44035,Aleksey Mikhaylovich Guryshev,M,30.0,183.0,84.0,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
44038,Aleksey Vasilyevich Gusarov,M,23.0,190.0,87.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
44038,Aleksey Vasilyevich Gusarov,M,33.0,190.0,87.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
44048,Aleksandr Vladimirovich Gusev,M,29.0,185.0,80.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
44694,Carl Oliver Ruud Hagelin,M,25.0,182.0,85.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
44724,Jamie Hagerman,F,24.0,175.0,77.0,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
44728,"James ""Jim"" Haggarty",M,21.0,180.0,76.0,Canada,CAN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
44739,Hans Lennart Hggroth,M,23.0,180.0,76.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
44761,Niklas Hagman,M,26.0,183.0,92.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
44761,Niklas Hagman,M,30.0,183.0,92.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
44949,"Harold ""Slim"" Halderson",M,20.0,190.0,91.0,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
45186,Vesa Erik Hmlinen,M,28.0,188.0,90.0,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
45250,"Daniel ""Dan"" Hamhuis",M,31.0,185.0,92.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
45398,Roman Hamrlk,M,23.0,186.0,95.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
45620,"David Patrick ""Dave"" Hannan",M,30.0,178.0,82.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
45646,Kirsi Maaria Hnninen,F,21.0,176.0,67.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
45651,Mika Stefan Hannula,M,26.0,179.0,86.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
45856,Kent Roger Hansson,M,26.0,186.0,83.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
46043,"Norman Edward ""Ted"" Hargreaves",M,24.0,180.0,81.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
46075,David A. Harlock,M,22.0,188.0,89.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
46143,John Michael Harrington,M,22.0,178.0,82.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
46408,Dominik Haek,M,33.0,183.0,77.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
46408,Dominik Haek,M,41.0,183.0,77.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
46711,Jan Havel,M,25.0,174.0,80.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
46715,Anders Niclas Hvelid,M,32.0,182.0,90.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
46949,"Donald Charles ""Don"" Head",M,26.0,178.0,91.0,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
46974,Geraldine Anne Heaney,F,30.0,173.0,64.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
46974,Geraldine Anne Heaney,F,34.0,173.0,64.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
47004,"Daniel James ""Dany"" Heatley",M,29.0,191.0,97.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
47137,Jayna Hefford,F,20.0,163.0,63.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
47137,Jayna Hefford,F,24.0,163.0,63.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
47137,Jayna Hefford,F,28.0,163.0,63.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
47137,Jayna Hefford,F,32.0,163.0,63.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
47137,Jayna Hefford,F,36.0,163.0,63.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
47351,Milan Hejduk,M,21.0,183.0,87.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
47351,Milan Hejduk,M,29.0,183.0,87.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
47355,Petr Hejma,M,23.0,175.0,71.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
47410,Anne Helin,F,23.0,170.0,68.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
47486,Raimo Ilmari Helminen,M,23.0,183.0,90.0,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
47486,Raimo Ilmari Helminen,M,29.0,183.0,90.0,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
47486,Raimo Ilmari Helminen,M,33.0,183.0,90.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
47545,Ale Hemsk,M,22.0,183.0,84.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
47786,Jukka Mika Petteri Hentunen,M,31.0,178.0,85.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
48270,Mats Gunnar Hessel,M,22.0,177.0,78.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
48466,Juuso Hietanen,M,28.0,180.0,85.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
48510,Jenni Hiirikoski,F,22.0,162.0,60.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
48726,"Martin Hinterstocker, Sr.",M,21.0,170.0,75.0,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
48808,Corey Hirsch,M,21.0,178.0,73.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
48871,Peter Michael Hjlm,M,20.0,186.0,80.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
48871,Peter Michael Hjlm,M,24.0,186.0,80.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
48872,Niklas Sivert Hjalmarsson,M,26.0,191.0,94.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
48911,Ivan Hlinka,M,22.0,185.0,98.0,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
48911,Ivan Hlinka,M,26.0,185.0,98.0,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
48921,Todd Bradley Hlushko,M,24.0,180.0,89.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
48931,Milan Hnilika,M,32.0,185.0,84.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
49333,Ji Holeek,M,27.0,181.0,78.0,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
49333,Ji Holeek,M,31.0,181.0,78.0,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
49350,Jaroslav Holk,M,29.0,182.0,79.0,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
49351,Ji Holk,M,19.0,178.0,85.0,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
49351,Ji Holk,M,23.0,178.0,85.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
49351,Ji Holk,M,27.0,178.0,85.0,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
49351,Ji Holk,M,31.0,178.0,85.0,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
49512,Leif Martin Holmgren,M,26.0,177.0,75.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
49532,Bengt Tomas Holmstrm,M,33.0,183.0,95.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
49564,Ylva Erika Holst,F,22.0,179.0,82.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
49564,Ylva Erika Holst,F,26.0,179.0,82.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
49893,Miloslav Hoava,M,22.0,184.0,85.0,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
49893,Miloslav Hoava,M,30.0,184.0,85.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
49909,Josef Horeovsk,M,21.0,185.0,89.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
49909,Josef Horeovsk,M,25.0,185.0,89.0,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
49975,"James Alfred ""Buddy"" Horne",M,22.0,175.0,79.0,Canada,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
50261,"Phillip Francis ""Phil"" Housley",M,37.0,178.0,84.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
50292,Venla Hovi,F,22.0,169.0,63.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
50354,Mark Steven Howe,M,16.0,180.0,82.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
50457,Jan Hrbat,M,26.0,170.0,70.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
50458,Petr Hrbek,M,22.0,182.0,86.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
50460,Ji Hrdina,M,26.0,180.0,83.0,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
50762,"Anthony Francis ""Fran"" Huck",M,22.0,170.0,75.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
50951,Brett Andrew Hull,M,37.0,178.0,92.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
51113,Satu Anne-Marie Huotari,F,30.0,162.0,63.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
51132,"Harold Anthony ""Boat"" Hurley",M,30.0,178.0,81.0,Canada,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
51156,"Arthur ""Art"" Hurst",M,32.0,178.0,79.0,Canada,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
51448,"Gordon Ross ""Gord"" Hynes",M,25.0,185.0,77.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
51674,Jarome Arthur-Leigh Adekunle Tig Junior Elvis Iginla,M,24.0,185.0,95.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
51674,Jarome Arthur-Leigh Adekunle Tig Junior Elvis Iginla,M,32.0,185.0,95.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
51728,Marianne Ihalainen,F,30.0,165.0,66.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
51800,Willard John Ikola,M,23.0,172.0,70.0,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
51802,Johanna Annikki Ikonen,F,29.0,165.0,63.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
52037,Jarkko Immonen,M,27.0,183.0,95.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
52037,Jarkko Immonen,M,31.0,183.0,95.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
52216,"Kimberly Michelle ""Kim"" Insalaco (-Legg)",F,25.0,165.0,59.0,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
52384,"Keith Stuart ""Stu"" Irving",M,23.0,170.0,70.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
52392,Haley Lyn Irwin,F,21.0,170.0,78.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
52392,Haley Lyn Irwin,F,25.0,170.0,78.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
52790,Eduard Georgiyevich Ivanov,M,25.0,176.0,83.0,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
52892,Lars-Gran Ivarsson,M,24.0,177.0,85.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
53325,Jaromr Jgr,M,25.0,189.0,102.0,Czech Republic,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
53325,Jaromr Jgr,M,33.0,189.0,102.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
53592,Otakar Janeck,M,31.0,180.0,83.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
53831,Nanna Kristina Jansson,F,18.0,172.0,67.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
53831,Nanna Kristina Jansson,F,22.0,172.0,67.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
53953,Iiro Petteri Jrvi,M,22.0,187.0,91.0,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
54235,Tom Jelnek,M,29.0,175.0,86.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
54296,Brianne Alexandra Jenner,F,22.0,175.0,70.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
54928,Jaroslav Jik,M,24.0,170.0,78.0,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
54928,Jaroslav Jik,M,28.0,170.0,78.0,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55085,"Konrad Jonasson ""Konnie"" Johannesson",M,23.0,179.0,75.0,Canada,CAN,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55221,Rolf Lennart Johansson,M,22.0,188.0,87.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55226,Lars Marcus Johansson,M,23.0,180.0,86.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55234,Arne Mikael Johansson,M,21.0,178.0,83.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
55237,Nils-Rune Tommy Johansson,M,25.0,180.0,70.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55249,Per Arne Roger Johansson,M,26.0,189.0,88.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55266,Sven Olof Gunnar Johansson (-Tumba),M,20.0,188.0,81.0,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
55266,Sven Olof Gunnar Johansson (-Tumba),M,32.0,188.0,81.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55369,Erik Robert Johnson,M,21.0,193.0,107.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55382,"Gregory ""Greg"" Johnson",M,22.0,178.0,79.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55389,"John Joseph Louis ""Jack"" Johnson, III",M,23.0,183.0,100.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55427,Mark Einar Johnson,M,22.0,175.0,73.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55440,Paul Herbert Johnson,M,24.0,183.0,82.0,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55521,Marshall Lawrence Johnston,M,26.0,177.0,81.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
55524,Rebecca Ann Johnston,F,20.0,170.0,67.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
55524,Rebecca Ann Johnston,F,24.0,170.0,67.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
55559,Jussi Petteri Jokinen,M,22.0,181.0,86.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55559,Jussi Petteri Jokinen,M,30.0,181.0,86.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
55561,Olli Veli Pekka Jokinen,M,27.0,187.0,91.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55561,Olli Veli Pekka Jokinen,M,31.0,187.0,91.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
55561,Olli Veli Pekka Jokinen,M,35.0,187.0,91.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
55827,Ulf Peter Jrgen Jnsson,M,21.0,184.0,89.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55827,Ulf Peter Jrgen Jnsson,M,33.0,184.0,89.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55828,Per Anders Kenny Jnsson,M,19.0,191.0,92.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55828,Per Anders Kenny Jnsson,M,31.0,191.0,92.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55848,Alf Tomas Jonsson,M,19.0,181.0,82.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
55848,Alf Tomas Jonsson,M,33.0,181.0,82.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55946,Curtis Shayne Joseph,M,34.0,180.0,86.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
55949,Fabian Gerard Joseph,M,26.0,173.0,80.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
55949,Fabian Gerard Joseph,M,28.0,173.0,80.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
56050,"Edward ""Ed"" Jovanovski",M,25.0,188.0,96.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
56224,Clas Patrik Juhlin,M,23.0,184.0,88.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
56285,"Joseph ""Joe"" Juneau",M,24.0,182.0,87.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
56452,Timo Juhani Jutila,M,30.0,176.0,85.0,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
56503,Frantiek Kaberle,M,32.0,184.0,84.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
56505,Tom Kaberle,M,27.0,185.0,97.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
56579,Arnold Kadlec,M,25.0,188.0,79.0,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
56580,Drahomr Kadlec,M,26.0,181.0,86.0,Czechoslovakia,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
56747,Milan Kajkl,M,25.0,184.0,88.0,Czechoslovakia,TCH,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
57061,Valery Viktorovich Kamensky,M,21.0,188.0,88.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
57061,Valery Viktorovich Kamensky,M,31.0,188.0,88.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
57183,Patrick Timothy Kane,M,21.0,180.0,82.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
57313,Niko Klaus Petteri Kapanen,M,27.0,177.0,80.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
57313,Niko Klaus Petteri Kapanen,M,31.0,177.0,80.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
57314,Sami Hannu Antero Kapanen,M,20.0,177.0,80.0,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
57314,Sami Hannu Antero Kapanen,M,24.0,177.0,80.0,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
57376,Sergey Alekseyevich Kapustin,M,22.0,180.0,88.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
57574,Paul Tetsuhiko Kariya,M,19.0,178.0,78.0,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
